company_name,db_listing_date,db_category,match_source,nse_symbol,bse_script_code,matched_name,corroborated_by
Grill Splendour Services Limited,2024-04-23,SME,NSE_SME,BIRDYS,,Grill Splendour Services Limited,listing_date
Ramdevbaba Solvent Limited,2024-04-23,SME,NSE_SME,RBS,,Ramdevbaba Solvent Limited,listing_date
DCG Cables & Wires Limited,2024-04-15,SME,NSE_SME,DCG,,DCG Cables & Wires Limited,listing_date
Teerth Gopicon Limited,2024-04-15,SME,NSE_SME,TGL,,Teerth Gopicon Limited,listing_date
Creative Graphics Solutions India Limited,2024-04-09,SME,NSE_SME,CGRAPHICS,,Creative Graphics Solutions India Limited,listing_date
K2 Infragen Limited,2024-04-08,SME,NSE_SME,K2INFRA,,K2 Infragen Limited,listing_date
Yash Optics & Lens Limited,2024-04-08,SME,NSE_SME,YASHOPTICS,,Yash Optics & Lens Limited,listing_date
Radiowalla Network Limited,2024-04-05,SME,NSE_SME,RADIOWALLA,,Radiowalla Network Limited,listing_date
TAC Infosec Limited,2024-04-05,SME,NSE_SME,TAC,,TAC Infosec Limited,listing_date
Trust Fintech Limited,2024-04-04,SME,NSE_SME,TRUST,,Trust Fintech Limited,listing_date
Blue Pebble Limited,2024-04-03,SME,NSE_SME,BLUEPEBBLE,,Blue Pebble Limited,listing_date
Aspire & Innovative Advertising Limited,2024-04-04,SME,NSE_SME,ASPIRE,,Aspire & Innovative Advertising Limited,listing_date
Vishwas Agri Seeds Limited,2024-04-01,SME,NSE_SME,VISHWAS,,Vishwas Agri Seeds Limited,listing_date
Omfurn India Limited,2017-10-13,SME,NSE_SME,OMFURN,,Omfurn India Limited,listing_date
Enfuse Solutions Limited,2024-03-22,SME,NSE_SME,ENFUSE,,Enfuse Solutions Limited,listing_date
Enser Communications Limited,2024-03-22,SME,NSE_SME,ENSER,,Enser Communications Limited,listing_date
AVP Infracon Limited,2024-03-20,SME,NSE_SME,AVPINFRA,,AVP Infracon Limited,listing_date
Signoria Creation Limited,2024-03-19,SME,NSE_SME,SIGNORIA,,Signoria Creation Limited,listing_date
Pratham EPC Projects Limited,2024-03-15,SME,NSE_SME,PRATHAM,,Pratham EPC Projects Limited,listing_date
Shree Karni Fabcom Limited,2024-03-15,SME,NSE_SME,SHREEKARNI,,Shree Karni Fabcom Limited,listing_date
Sona Machinery Limited,2024-03-15,SME,NSE_SME,SONAMAC,,Sona Machinery Limited,listing_date
VR Infraspace Limited,2024-03-15,SME,NSE_SME,VR,,V R Infraspace Limited,listing_date
M.V.K. Agro Food Product Ltd,2024-03-07,SME,NSE_SME,MVKAGRO,,M.V.K. Agro Food Product Limited,listing_date
Purv Flexipack Limited,2024-03-05,SME,NSE_SME,PURVFLEXI,,Purv Flexipack Limited,listing_date
Owais Metal and Mineral Processing Limited,2024-03-04,SME,NSE_SME,OWAIS,,Owais Metal And Mineral Processing Limited,listing_date
Sadhav Shipping Limited,2024-03-01,SME,NSE_SME,SADHAV,,Sadhav Shipping Limited,listing_date
Deem Roll Tech Limited,2024-02-27,SME,NSE_SME,DEEM,,Deem Roll Tech Limited,listing_date
Zenith Drugs Limited,2024-02-27,SME,NSE_SME,ZENITHDRUG,,Zenith Drugs Limited,listing_date
Thaai Casting Limited,2024-02-23,SME,NSE_SME,TCL,,Thaai Casting Limited,listing_date
Interiors and More Limited,2024-02-23,SME,NSE_SME,INM,,Interiors & More Limited,listing_date
Atmastco Limited,2024-02-23,SME,NSE_SME,ATMASTCO,,Atmastco Limited,listing_date
Esconet Technologies Limited,2024-02-23,SME,NSE_SME,ESCONET,,Esconet Technologies Limited,listing_date
Wise Travel India Limited,2024-02-19,SME,NSE_SME,WTICAB,,Wise Travel India Limited,listing_date
Polysil Irrigation Systems Limited,2024-02-15,SME,NSE_SME,POLYSIL,,Polysil Irrigation Systems Limited,listing_date
Alpex Solar Limited,2024-02-15,SME,NSE_SME,ALPEXSOLAR,,Alpex Solar Limited,listing_date
Italian Edibles Limited,2024-02-15,SME,NSE_SME,ITALIANE,,Italian Edibles Limited,listing_date
Baweja Studios Limited,2024-02-06,SME,NSE_SME,BAWEJA,,Baweja Studios Limited,listing_date
Megatherm Induction Limited,2024-02-05,SME,NSE_SME,MEGATHERM,,Megatherm Induction Limited,listing_date
DelaPlex Limited,2024-02-02,SME,NSE_SME,DELAPLEX,,Delaplex Limited,listing_date
Fonebox Retail Limited,2024-02-02,SME,NSE_SME,FONEBOX,,Fonebox Retail Limited,listing_date
Docmode Health Technologies Limited,2024-02-02,SME,NSE_SME,DHTL,,Docmode Health Technologies Limited,listing_date
Addictive Learning Technology Limited,2024-01-30,SME,NSE_SME,ADDICTIVE,,Addictive Learning Technology Limited,listing_date
Konstelec Engineers Limited,2024-01-30,SME,NSE_SME,KONSTELEC,,Konstelec Engineers Limited,listing_date
Maxposure Limited,2024-01-23,SME,NSE_SME,MAXPOSURE,,Maxposure Limited,listing_date
Australian Premium Solar (India) Limited,2024-01-15,SME,NSE_SME,APS,,Australian Premium Solar (India) Limited,listing_date
IBL Finance Limited,2024-01-15,SME,NSE_SME,IBLFL,,IBL Finance Limited,listing_date
Kaushalya Logistics Limited,2024-01-08,SME,NSE_SME,KLL,,Kaushalya Logistics Limited,listing_date
Kay Cee Energy & Infra Limited,2024-01-05,SME,NSE_SME,KCEIL,,Kay Cee Energy & Infra Limited,listing_date
HRH Next Services Limited,2024-01-03,SME,NSE_SME,HRHNEXT,,HRH Next Services Limited,listing_date
Akanksha Power and Infrastructure Limited,2024-01-03,SME,NSE_SME,AKANKSHA,,Akanksha Power and Infrastructure Limited,listing_date
Sameera Agro And Infra Limited,2024-01-01,SME,NSE_SME,SAIFL,,Sameera Agro And Infra Limited,listing_date
Trident Techlabs Limited,2023-12-29,SME,NSE_SME,TECHLABS,,Trident Techlabs Limited,listing_date
Supreme Power Equipment Limited,2023-12-29,SME,NSE_SME,SUPREMEPWR,,Supreme Power Equipment Limited,listing_date
Indifra Limited,2023-12-29,SME,NSE_SME,INDIFRA,,Indifra Limited,listing_date
Electro Force (India) Limited,2023-12-27,SME,NSE_SME,EFORCE,,Electro Force (India) Limited,listing_date
Shree OSFM E-Mobility Limited,2023-12-21,SME,NSE_SME,SHREEOSFM,,Shree OSFM E-Mobility Limited,listing_date
SJ Logistics (India) Limited,2023-12-19,SME,NSE_SME,SJLOGISTIC,,S J Logistics (India) Limited,listing_date
Presstonic Engineering Limited,2023-12-15,SME,NSE_SME,PRESSTONIC,,Presstonic Engineering Limited,listing_date
Accent Microcell Limited,2023-12-15,SME,NSE_SME,ACCENTMIC,,Accent Microcell Limited,listing_date
Graphisads Limited,2023-12-15,SME,NSE_SME,GRAPHISAD,,Graphisads Limited,listing_date
Sheetal Universal Limited,2023-12-11,SME,NSE_SME,SHEETAL,,Sheetal Universal Limited,listing_date
Net Avenue Technologies Limited,2023-12-08,SME,NSE_SME,CBAZAAR,,Net Avenue Technologies Limited,listing_date
Marinetrans India Limited,2023-12-08,SME,NSE_SME,MARINETRAN,,Marinetrans India Limited,listing_date
Rockingdeals Circular Economy Limited,2023-11-30,SME,NSE_SME,ROCKINGDCE,,Rockingdeals Circular Economy Limited,listing_date
Sunrest Lifescience Limited,2023-11-20,SME,NSE_SME,SUNREST,,Sunrest Lifescience Limited,listing_date
Baba Food Processing limited,2023-11-15,SME,NSE_SME,BABAFP,,Baba Food Processing (India) Limited,listing_date
Micropro Software Solutions Limited,2023-11-10,SME,NSE_SME,MICROPRO,,Micropro Software Solutions Limited,listing_date
Maitreya Medicare Limited,2023-11-07,SME,NSE_SME,MAITREYA,,Maitreya Medicare Limited,listing_date
Transteel Seating Technologies Limited,2023-11-06,SME,NSE_SME,TRANSTEEL,,Transteel Seating Technologies Limited,listing_date
Paragon Fine And Speciality Chemicals Limited,2023-11-03,SME,NSE_SME,PARAGON,,Paragon Fine and Speciality Chemical Limited,listing_date
Shanthala FMCG Products Limited,2023-11-03,SME,NSE_SME,SHANTHALA,,Shanthala FMCG Products Limited,listing_date
On Door Concepts Limited,2023-11-01,SME,NSE_SME,ONDOOR,,On Door Concepts Limited,listing_date
Rajgor Castor Derivatives Limited,2023-10-31,SME,NSE_SME,RCDL,,Rajgor Castor Derivatives Limited,listing_date
WomanCart Limited,2023-10-27,SME,NSE_SME,WOMANCART,,Womancart Limited,listing_date
Committed Cargo Care Limited,2023-10-15,SME,NSE_SME,COMMITTED,,Committed Cargo Care Limited,listing_date
Plada Infotech Services Limited,2023-10-15,SME,NSE_SME,PLADAINFO,,Plada Infotech Services Limited,listing_date
Sharp Chucks and Machines limited,2023-10-15,SME,NSE_SME,SCML,,Sharp Chucks and Machines Limited,listing_date
Karnika Industries Limited,2023-10-15,SME,NSE_SME,KARNIKA,,Karnika Industries Limited,listing_date
Goyal Salt limited,2023-10-11,SME,NSE_SME,GOYALSALT,,Goyal Salt Limited,listing_date
OneClick Logistics Limited,2023-10-11,SME,NSE_SME,OLIL,,Oneclick Logistics India Limited,listing_date
Vishnusurya Projects and Infra Limited,2023-10-10,SME,NSE_SME,VISHNUINFR,,Vishnusurya Projects and Infra Limited,listing_date
Kontor Space Limited,2023-10-10,SME,NSE_SME,KONTOR,,Kontor Space Limited,listing_date
E Factor Experiences Limited,2023-10-09,SME,NSE_SME,EFACTOR,,E Factor Experiences Limited,listing_date
Arabian Petroleum Limited,2023-10-09,SME,NSE_SME,ARABIAN,,Arabian Petroleum Limited,listing_date
Vinyas Innovative Technologies Limited,2023-10-06,SME,NSE_SME,VINYAS,,Vinyas Innovative Technologies Limited,listing_date
Inspire Films Limited,2023-10-05,SME,NSE_SME,INSPIRE,,Inspire Films Limited,listing_date
Newjaisa Technologies Limited,2023-10-05,SME,NSE_SME,NEWJAISA,,Newjaisa Technologies Limited,listing_date
Digikore Studios limited,2023-10-04,SME,NSE_SME,DIGIKORE,,Digikore Studios Limited,listing_date
Mangalam Alloys Limited,2023-10-04,SME,NSE_SME,MAL,,Mangalam Alloys Limited,listing_date
Saakshi Medtech and Panelslimited,2023-10-03,SME,NSE_SME,SAAKSHI,,Saakshi Medtech and Panels Limited,listing_date
Master Components Limited,2023-09-29,SME,NSE_SME,MASTER,,Master Components Limited,listing_date
Cellecor Gadgets Limited,2023-09-28,SME,NSE_SME,CELLECOR,,Cellecor Gadgets Limited,listing_date
Hi-Green Carbon Limited,2023-09-28,SME,NSE_SME,HIGREEN,,Hi-Green Carbon Limited,listing_date
Marco Cables & Conductors Limited,2023-09-28,SME,NSE_SME,MARCO,,Marco Cables & Conductors Limited,listing_date
Kody Technolab Limited,2023-09-27,SME,NSE_SME,KODYTECH,,Kody Technolab Limited,listing_date
Madhusudan Masala Limited,2023-09-26,SME,NSE_SME,MADHUSUDAN,,Madhusudan Masala Limited,listing_date
Chavda Infra Limited,2023-09-25,SME,NSE_SME,CHAVDA,,Chavda Infra Limited,listing_date
Holmarc Opto-Mechatronics Limited,2023-09-25,SME,NSE_SME,HOLMARC,,Holmarc Opto-Mechatronics Limited,listing_date
Jiwanram Sheoduttrai Industries Limited,2023-09-15,SME,NSE_SME,JIWANRAM,,Jiwanram Sheoduttrai Industries Limited,listing_date
Saroja Pharma Industries India Limited,2023-09-15,SME,NSE_SME,SAROJA,,Saroja Pharma Industries India Limited,listing_date
Pramara Promotions Limited,2023-09-15,SME,NSE_SME,PRAMARA,,Pramara Promotions Limited,listing_date
Basilic Fly Studio Limited,2023-09-11,SME,NSE_SME,BASILIC,,Basilic Fly Studio Limited,listing_date
Mono Pharmacare Limited,2023-09-07,SME,NSE_SME,MONOPHARMA,,Mono Pharmacare Limited,listing_date
CPS Shapers Limited,2023-09-07,SME,NSE_SME,CPS,,C P S Shapers Limited,listing_date
Sungarner Energies Limited,2023-08-31,SME,NSE_SME,SEL,,Sungarner Energies Limited,listing_date
Crop Life Science Limited,2023-08-30,SME,NSE_SME,CLSL,,Crop Life Science Limited,listing_date
Srivari Spices and Foods Limited,2023-08-15,SME,NSE_SME,SSFL,,Srivari Spices And Foods Limited,listing_date
Yudiz Solutions Limited,2023-08-15,SME,NSE_SME,YUDIZ,,Yudiz Solutions Limited,listing_date
Sangani Hospitals Limited,2023-08-15,SME,NSE_SME,SANGANI,,Sangani Hospitals Limited,listing_date
Vinsys IT Services Limited,2023-08-11,SME,NSE_SME,VINSYS,,Vinsys IT Services India Limited,listing_date
Oriana Power Limited,2023-08-11,SME,NSE_SME,ORIANA,,Oriana Power Limited,listing_date
Zeal Global Services Limited,2023-08-09,SME,NSE_SME,ZEAL,,Zeal Global Services Limited,listing_date
Shri Techtex Limited,2023-08-04,SME,NSE_SME,SHRITECH,,Shri Techtex Limited,listing_date
Yasons Chemex Care Limited,2023-08-03,SME,NSE_SME,YCCL,,Yasons Chemex Care Limited,listing_date
Service Care Limited,2023-07-26,SME,NSE_SME,SERVICE,,Service Care Limited,listing_date
Drone Destination Limited,2023-07-21,SME,NSE_SME,DRONE,,Drone Destination Limited,listing_date
Tridhya Tech Limited,2023-07-15,SME,NSE_SME,TRIDHYA,,Tridhya Tech Limited,listing_date
Synoptics Technologies Limited,2023-07-15,SME,NSE_SME,SYNOPTICS,,Synoptics Technologies Limited,listing_date
Global Pet Industries Limited,2023-07-10,SME,NSE_SME,GLOBALPET,,Global Pet Industries Limited,listing_date
Pentagon Rubber Limited,2023-07-07,SME,NSE_SME,PENTAGON,,Pentagon Rubber Limited,listing_date
Essen Speciality Films Limited,2023-07-06,SME,NSE_SME,ESFL,,Essen Speciality Films Limited,listing_date
Greenchef Appliances Limited,2023-07-06,SME,NSE_SME,GREENCHEF,,Greenchef Appliances Limited,listing_date
Magson Retail And Distribution Limited,2023-07-06,SME,NSE_SME,MAGSON,,Magson Retail And Distribution Limited,listing_date
Vilin Bio Med Limited,2023-06-30,SME,NSE_SME,VILINBIO,,Vilin Bio Med Limited,listing_date
Aatmaj Healthcare Limited,2023-06-30,SME,NSE_SME,AATMAJ,,Aatmaj Healthcare Limited,listing_date
Cell Point (India) Limited,2023-06-28,SME,NSE_SME,CELLPOINT,,Cell Point (India) Limited,listing_date
Spectrum Talent Management Limited,2023-06-22,SME,NSE_SME,SPECTSTM,,Spectrum Talent Management Limited,listing_date
Urban Enviro Waste Management Limited,2023-06-22,SME,NSE_SME,URBAN,,Urban Enviro Waste Management Limited,listing_date
Kore Digital Limited,2023-06-15,SME,NSE_SME,KDL,,Kore Digital Limited,listing_date
Sahana System Limited,2023-06-15,SME,NSE_SME,SAHANA,,Sahana System Limited,listing_date
Infollion Research Services Limited,2023-06-08,SME,NSE_SME,INFOLLION,,Infollion Research Services Limited,listing_date
Proventus Agrocom Limited,2023-06-05,SME,NSE_SME,PROV,,Proventus Agrocom Limited,listing_date
Crayons Advertising Limited,2023-06-02,SME,NSE_SME,CRAYONS,,Crayons Advertising Limited,listing_date
Vasa Denticity Limited,2023-06-02,SME,NSE_SME,DENTALKART,,Vasa Denticity Limited,listing_date
Remus Pharmaceuticals Limited,2023-05-29,SME,NSE_SME,REMUS,,Remus Pharmaceuticals Limited,listing_date
Krishca Strapping Solutions Limited,2023-05-26,SME,NSE_SME,KRISHCA,,Krishca Strapping Solutions Limited,listing_date
Auro Impex & Chemicals Limited,2023-05-23,SME,NSE_SME,AUROIMPEX,,Auro Impex  & Chemicals Limited,listing_date
De Neers Tools Limited,2023-05-11,SME,NSE_SME,DENEERS,,De Neers Tools Limited,listing_date
Quicktouch Technologies Limited,2023-05-02,SME,NSE_SME,QUICKTOUCH,,Quicktouch Technologies Limited,listing_date
AG Universal Limited,2023-04-24,SME,NSE_SME,AGUL,,A G Universal Limited,listing_date
Pattech Fitwell Tube Components Limited,2023-04-21,SME,NSE_SME,PATTECH,,Pattech Fitwell Tube Components Limited,listing_date
MOS Utility Limited,2023-04-15,SME,NSE_SME,MOS,,Mos Utility Limited,listing_date
Infinium Pharmachem Limited,2023-04-15,SME,NSE_SME,INFINIUM,,Infinium Pharmachem Limited,listing_date
Sotac Pharmaceuticals Limited,2023-04-15,SME,NSE_SME,SOTAC,,Sotac Pharmaceuticals Limited,listing_date
Nirman Agri Genetics Limited,2023-03-28,SME,NSE_SME,NIRMAN,,Nirman Agri Genetics Limited,listing_date
Quality Foils India Limited,2023-03-24,SME,NSE_SME,QFIL,,Quality Foils (India) Limited,listing_date
VELS Film International Limited,2023-03-22,SME,NSE_SME,VELS,,Vels Film International Limited,listing_date
MCON Rasayan India Limited,2023-03-20,SME,NSE_SME,MCON,,Mcon Rasayan India Limited,listing_date
Systango Technologies Limited,2023-03-15,SME,NSE_SME,SYSTANGO,,Systango Technologies Limited,listing_date
Vertexplus Technologies Limited,2023-03-15,SME,NSE_SME,VERTEXPLUS,,Vertexplus Technologies Limited,listing_date
Srivasavi Adhesive Tapes Limited,2023-03-09,SME,NSE_SME,SRIVASAVI,,Srivasavi Adhesive Tapes Limited,listing_date
Viaz Tyres Limited,2023-03-01,SME,NSE_SME,VIAZ,,Viaz Tyres Limited,listing_date
Agarwal Float Glass India Limited,2023-02-23,SME,NSE_SME,AGARWALFT,,Agarwal Float Glass India Limited,listing_date
Lead Reclaim and Rubber Products Limited,2023-02-21,SME,NSE_SME,LRRPL,,Lead Reclaim And Rubber Products Limited,listing_date
Shera Energy Limited,2023-02-15,SME,NSE_SME,SHERA,,Shera Energy Limited,listing_date
Gayatri Rubbers and Chemicals Limited,2023-02-07,SME,NSE_SME,GRCL,,Gayatri Rubbers And Chemicals Limited,listing_date
Aristo Bio-Tech and Lifescience Limited,2023-01-30,SME,NSE_SME,ARISTO,,Aristo Bio-Tech And Lifescience Limited,listing_date
Ducol Organics And Colours Limited,2023-01-19,SME,NSE_SME,DUCOL,,Ducol Organics And Colours Limited,listing_date
Chaman Metallics Limited,2023-01-15,SME,NSE_SME,CMNL,,Chaman Metallics Limited,listing_date
Anlon Technology Solutions Limited,2023-01-10,SME,NSE_SME,ANLON,,Anlon Technology Solutions Limited,listing_date
RBM Infracon Limited,2023-01-04,SME,NSE_SME,RBMINFRA,,Rbm Infracon Limited,listing_date
Homesfy Realty Limited,2023-01-02,SME,NSE_SME,HOMESFY,,Homesfy Realty Limited,listing_date
Moxsh Overseas Educon Limited,2022-12-30,SME,NSE_SME,MOXSH,,Moxsh Overseas Educon Limited,listing_date
Arihant Academy Limited,2022-12-29,SME,NSE_SME,ARIHANTACA,,Arihant Academy Limited,listing_date
Uma Converter Limited,2022-12-29,SME,NSE_SME,UMA,,Uma Converter Limited,listing_date
Dollex Agrotech Limited,2022-12-28,SME,NSE_SME,DOLLEX,,Dollex Agrotech Limited,listing_date
All E Technologies Limited,2022-12-21,SME,NSE_SME,ALLETEC,,All E Technologies Limited,listing_date
Arham Technologies Limited,2022-12-15,SME,NSE_SME,ARHAM,,Arham Technologies Limited,listing_date
Pritika Engineering Components Limited,2022-12-08,SME,NSE_SME,PRITIKA,,Pritika Engineering Components Limited,listing_date
Baheti Recycling Industries Limited,2022-12-08,SME,NSE_SME,BAHETI,,Baheti Recycling Industries Limited,listing_date
Amiable Logistics (India) Limited,2022-11-15,SME,NSE_SME,AMIABLE,,Amiable Logistics (India) Limited,listing_date
Integrated Personnel Services Limited,2022-11-11,SME,NSE_SME,IPSL,,Integrated Personnel Services Limited,listing_date
Rite Zone Chemcon India Limited,2022-11-11,SME,NSE_SME,RITEZONE,,Rite Zone Chemcon India Limited,listing_date
Phantom Digital Effects Limited,2022-10-21,SME,NSE_SME,PHANTOMFX,,Phantom Digital Effects Limited,listing_date
Swastik Pipe Limited,2022-10-15,SME,NSE_SME,SWASTIK,,Swastik Pipe Limited,listing_date
Lloyds Luxuries Limited,2022-10-11,SME,NSE_SME,LLOYDS,,Lloyds Luxuries Limited,listing_date
Cyber Media Research & Services Limited,2022-10-10,SME,NSE_SME,CMRSL,,Cyber Media Research & Services Limited,listing_date
Maks Energy Solutions India Limited,2022-09-28,SME,NSE_SME,MAKS,,Maks Energy Solutions India Limited,listing_date
Kandarp Digi Smart BPO Limited,2022-09-28,SME,NSE_SME,KANDARP,,Kandarp Digi Smart BPO Limited,listing_date
Ishan International Limited,2022-09-22,SME,NSE_SME,ISHAN,,Ishan International Limited,listing_date
Tapi Fruit Processing Limited,2022-09-22,SME,NSE_SME,TAPIFRUIT,,Tapi Fruit Processing Limited,listing_date
Sabar Flex India Limited,2022-09-21,SME,NSE_SME,SABAR,,Sabar Flex India Limited,listing_date
Mega Flex Plastics Limited,2022-09-19,SME,NSE_SME,MEGAFLEX,,Mega Flex Plastics Limited,listing_date
JFL Life Sciences Limited,2022-09-08,SME,NSE_SME,JFLLIFE,,Jfl Life Sciences Limited,listing_date
Jay Jalaram Technologies Limited,2022-09-08,SME,NSE_SME,KORE,,Jay Jalaram Technologies Limited,listing_date
Ameya Precision Engineers Limited,2022-09-08,SME,NSE_SME,AMEYA,,Ameya Precision Engineers Limited,listing_date
Veekayem Fashion and Apparels Limited,2022-08-22,SME,NSE_SME,VEEKAYEM,,Veekayem Fashion and Apparels Limited,listing_date
Upsurge Seeds of Agriculture Limited,2022-08-11,SME,NSE_SME,USASEEDS,,Upsurge Seeds Of Agriculture Limited,listing_date
Agni Green Power Limited,2022-08-01,SME,NSE_SME,AGNI,,Agni Green Power Limited,listing_date
SKP Bearing Industries Limited,2022-07-13,SME,NSE_SME,SKP,,SKP Bearing Industries Limited,listing_date
KCK Industries Limited,2022-07-08,SME,NSE_SME,KCK,,Kck Industries Limited,listing_date
Rachana Infrastructure Limited,2022-06-10,SME,NSE_SME,RILINFRA,,Rachana Infrastructure Limited,listing_date
Fidel Softech Limited,2022-06-10,SME,NSE_SME,FIDEL,,Fidel Softech Limited,listing_date
Globesecure Technologies Limited,2022-06-02,SME,NSE_SME,GSTL,,Globesecure Technologies Limited,listing_date
Sonu Infratech Limited,2022-05-15,SME,NSE_SME,SONUINFRA,,Sonu Infratech Limited,listing_date
PE Analytics Limited,2022-04-04,SME,NSE_SME,PROPEQUITY,,P. E. Analytics Limited,listing_date
Cool Caps Industries Limited,2022-03-24,SME,NSE_SME,COOLCAPS,,Cool Caps Industries Limited,listing_date
SP Refractories Limited,2022-03-22,SME,NSE_SME,SPRL,,Sp Refractories Limited,listing_date
Shigan Quantum Technologies Limited,2022-03-11,SME,NSE_SME,SHIGAN,,Shigan Quantum Technologies Limited,listing_date
Vaidya Sane Ayurved Laboratories Limited,2022-02-23,SME,NSE_SME,MADHAVBAUG,,Vaidya Sane Ayurved Laboratories Limited,listing_date
Richa Info Systems Limited,2022-02-21,SME,NSE_SME,RICHA,,Richa Info Systems Limited,listing_date
Precision Metaliks Limited,2022-02-01,SME,NSE_SME,PRECISION,,Precision Metaliks Limited,listing_date
Timescan Logistics (India) Limited,2022-01-15,SME,NSE_SME,TIMESCAN,,Timescan Logistics (India) Limited,listing_date
Vivo Collaboration Solutions Limited,2021-12-31,SME,NSE_SME,VIVO,,Vivo Collaboration Solutions Limited,listing_date
Foce India Limited,2021-12-28,SME,NSE_SME,FOCE,,Foce India Limited,listing_date
Nidan Laboratories and Healthcare Limited,2021-11-12,SME,NSE_SME,NIDAN,,Nidan Laboratories and Healthcare Limited,listing_date
DK Enterprises Global Limited,2021-10-22,SME,NSE_SME,DKEGL,,D.K. Enterprises Global Limited,listing_date
Destiny Logistics & Infra Limited,2021-10-15,SME,NSE_SME,DESTINY,,Destiny Logistics & Infra Limited,listing_date
Dynamic Services & Security Limited,2021-10-15,SME,NSE_SME,DYNAMIC,,Dynamic Services & Security Limited,listing_date
Bombay Metrics Supply Chain Limited,2021-10-15,SME,NSE_SME,BMETRICS,,Bombay Metrics Supply Chain Limited,listing_date
Jainam Ferro Alloys (I) Limited,2021-10-08,SME,NSE_SME,JAINAM,,Jainam Ferro Alloys (I) Limited,listing_date
Quadpro ITeS Limited,2021-09-30,SME,NSE_SME,QUADPRO,,Quadpro Ites Limited,listing_date
BEW Engineering Limited,2021-09-15,SME,NSE_SME,BEWLTD,,BEW Engineering Limited,listing_date
Rex Pipes and Cables Industries Limited,2021-08-10,SME,NSE_SME,REXPIPES,,Rex Pipes And Cables Industries Limited,listing_date
Walpar Nutritions Limited,2021-07-15,SME,NSE_SME,WALPAR,,Walpar Nutritions Limited,listing_date
Abhishek Integrations Limited,2021-06-21,SME,NSE_SME,AILIMITED,,Abhishek Integrations Limited,listing_date
Siddhika Coatings Limited,2021-04-07,SME,NSE_SME,SIDDHIKA,,Siddhika Coatings Limited,listing_date
Party Cruisers Limited,2021-03-05,SME,NSE_SME,PARTYCRUS,,Party Cruisers Limited,listing_date
Ascom Leasing & Investments Ltd,2019-12-06,SME,NSE_SME,ASCOM,,Ascom Leasing & Investments Limited,listing_date
